StudentRef,Historical_GPA_mean,Historical_GPA_std,Historical_GPA_min,Historical_GPA_max,Historical_CGPA_mean,Historical_CGPA_std,Historical_CGPA_min,Historical_CGPA_max,Historical_CGPA_last,Historical_courses_taken,Historical_credits,Historical_A_pct,Historical_B_pct,Historical_C_pct,Historical_Fail_pct,GPA_Slope,Semesters_completed,Semester_to_predict,Final_CGPA,On_Probation,Gender,Nationality,Offer type,Financial_Aid_Need,Admission Year,International
ANON_000394,3.233125,0.2813611787422455,2.94,3.67,3.1553125,0.1242002642717047,2.94,3.28,3.22,32,30.5,25.0,53.125,15.625,6.25,-0.3276923076923084,2.0,3.0,3.23,0,F,Country0,Enrolled,Yes,2020-2021,0
ANON_000985,3.114,0.1697610777811326,2.83,3.39,3.225142857142857,0.0674480814959104,3.14,3.32,3.14,35,33.5,5.714285714285714,77.14285714285715,17.142857142857142,0.0,-0.049411764705882,2.0,3.0,3.39,0,M,Country0,Enrolled,No,2019-2020,0
ANON_001725,3.696756756756757,0.1743886791377565,3.44,4.0,3.695945945945945,0.0379663198300998,3.66,3.76,3.7,37,34.0,59.45945945945946,35.13513513513514,5.405405405405405,0.0,-0.0517058823529411,2.0,3.0,3.65,0,F,Country9,Enrolled,Yes,2019-2020,1
ANON_000039,3.554347826086956,0.1461265356698689,3.38,3.7,3.4847826086956517,0.0695354432330207,3.38,3.57,3.38,23,22.0,26.08695652173913,73.91304347826086,0.0,0.0,-0.1443650793650787,2.0,3.0,3.5,0,F,Country21,Enrolled,Yes,2022-2023,1
ANON_000462,2.333571428571428,0.2170291417106198,2.13,2.61,2.33,0.1338770963349479,2.13,2.44,2.13,14,13.0,0.0,21.428571428571427,64.28571428571429,14.285714285714285,-0.43,2.0,3.0,2.31,0,F,Country0,Enrolled,Yes,2023-2024,0
ANON_001161,2.507428571428571,0.149299203282671,2.25,2.67,2.447714285714285,0.0903615520231564,2.25,2.52,2.52,35,33.5,2.857142857142857,40.0,40.0,17.142857142857142,-0.0278758169934638,2.0,3.0,2.42,0,M,Country0,Enrolled,No,2019-2020,0
ANON_001491,2.7618181818181817,0.6190902416229215,1.72,3.38,2.7913636363636365,0.2172182456281383,2.5,3.13,2.5,22,21.0,0.0,63.63636363636363,22.727272727272727,13.636363636363637,-0.4256410256410267,2.0,3.0,2.86,0,F,Country0,Enrolled,No,2022-2023,0
ANON_000331,3.5,0.0,3.5,3.5,3.5,0.0,3.5,3.5,3.5,4,4.0,25.0,75.0,0.0,0.0,0.8749999999999994,2.0,3.0,3.71,0,M,Country0,Enrolled,No,2024-2025,0
ANON_000194,2.453888888888889,0.7636314660050461,1.17,4.0,2.6461111111111117,0.281123031305083,2.24,3.09,3.09,36,34.5,13.88888888888889,27.77777777777778,33.33333333333333,25.0,-0.2166666666666675,2.0,3.0,2.54,0,M,Country0,Enrolled,Yes,2019-2020,0
ANON_002108,2.63,0.3558305560451275,2.17,2.89,2.7228571428571438,0.1200274693834432,2.59,2.88,2.59,14,13.0,7.142857142857142,42.85714285714285,28.57142857142857,21.428571428571427,-0.4044444444444446,2.0,3.0,2.65,0,M,Country0,Enrolled,No,2023-2024,0
ANON_002133,2.355588235294117,0.4566889477630399,1.56,3.0,2.246176470588235,0.1199245900905143,2.1,2.38,2.37,34,32.5,8.823529411764707,32.35294117647059,35.294117647058826,23.52941176470588,-0.2285964912280699,2.0,3.0,2.03,0,M,Country0,Enrolled,Yes,2021-2022,0
ANON_000634,2.268918918918919,0.3717734060761548,1.89,3.0,2.4937837837837837,0.2224029295289589,2.28,3.0,2.38,37,35.0,5.405405405405405,27.027027027027028,45.94594594594595,21.62162162162162,-0.3472222222222216,2.0,3.0,2.39,0,M,Country0,Enrolled,No,2019-2020,0
ANON_000322,3.258235294117647,0.2418423050972665,2.89,3.63,3.1526470588235296,0.1334917730646193,2.98,3.32,3.29,34,32.5,14.705882352941178,70.58823529411765,14.705882352941178,0.0,0.0611764705882358,2.0,3.0,3.21,0,F,Country0,Enrolled,No,2018-2019,0
ANON_001700,3.308571428571429,0.1985662897587891,3.06,3.5,3.401428571428572,0.0460530033860889,3.36,3.46,3.36,14,13.0,14.285714285714285,71.42857142857143,14.285714285714285,0.0,-0.2977777777777778,2.0,3.0,3.44,0,M,Country0,Enrolled,Yes,2023-2024,0
ANON_000266,3.8,0.0,3.8,3.8,3.8,0.0,3.8,3.8,3.8,5,5.0,80.0,20.0,0.0,0.0,0.9499999999999996,2.0,3.0,3.76,0,M,Country0,Enrolled,No,2024-2025,0
ANON_000994,3.13,0.0,3.13,3.13,3.13,0.0,3.13,3.13,3.13,4,4.0,25.0,50.0,25.0,0.0,0.7824999999999998,2.0,3.0,3.06,0,M,Country0,Enrolled,Yes,2024-2025,0
ANON_001993,3.494545454545454,0.2853516570511168,3.14,3.88,3.423333333333333,0.0744843383985296,3.28,3.52,3.41,33,31.0,51.51515151515152,36.36363636363637,12.12121212121212,0.0,-0.3630451127819551,2.0,3.0,3.53,0,F,Country3,Failed,Yes,2020-2021,1
ANON_000579,3.1777777777777785,0.2609445601886798,2.8,3.61,3.248611111111112,0.094329294882427,3.06,3.33,3.3,36,33.0,13.88888888888889,61.11111111111112,22.22222222222222,2.7777777777777777,-0.209523809523809,2.0,3.0,3.16,0,M,Country0,Enrolled,Yes,2020-2021,0
ANON_001674,2.404375,0.7679169036866829,0.72,3.1,2.444375,0.2804252243497594,1.96,2.75,1.96,32,30.5,0.0,50.0,34.375,15.625,-0.6631372549019613,2.0,3.0,2.63,0,M,Country0,Enrolled,No,2021-2022,0
ANON_000809,2.0027272727272725,0.8919181410878977,0.25,3.28,2.2454545454545456,0.2805016647586013,1.82,2.79,2.79,44,42.5,6.8181818181818175,27.27272727272727,27.27272727272727,38.63636363636363,0.0963146997929604,2.0,3.0,2.38,0,M,Country0,Enrolled,No,2018-2019,0
ANON_001821,3.610606060606061,0.3546471784916965,3.0,4.0,3.719090909090909,0.1085519356219534,3.58,3.87,3.62,33,31.0,45.45454545454545,51.51515151515152,3.0303030303030303,0.0,0.0866666666666661,2.0,3.0,3.63,0,M,Country9,Enrolled,Yes,2021-2022,1
ANON_001737,3.101000000000001,0.387745168621704,2.5,3.45,3.2595,0.1009676863368202,3.11,3.38,3.24,20,18.0,20.0,50.0,30.0,0.0,1.5505000000000004,1.0,2.0,3.14,0,M,Country0,Enrolled,Yes,2019-2020,0
ANON_000786,2.88,0.0,2.88,2.88,2.88,0.0,2.88,2.88,2.88,4,4.0,0.0,75.0,0.0,25.0,0.7199999999999999,2.0,3.0,2.59,0,M,Country0,Enrolled,Yes,2024-2025,0
ANON_001222,3.421666666666667,0.245952746728286,3.17,3.83,3.3508333333333327,0.0727064775935265,3.25,3.43,3.43,24,22.5,25.0,66.66666666666666,8.333333333333332,0.0,-0.1771428571428584,2.0,3.0,3.31,0,M,Country0,Enrolled,Yes,2022-2023,0
ANON_001177,2.75,0.0,2.75,2.75,2.75,0.0,2.75,2.75,2.75,4,4.0,0.0,50.0,50.0,0.0,0.6874999999999998,2.0,3.0,2.65,0,M,Country0,Enrolled,Yes,2024-2025,0
ANON_001792,2.455135135135136,0.6004795380990727,1.56,3.6,2.4229729729729725,0.2023729349611868,2.16,2.78,2.33,37,35.0,8.108108108108109,40.54054054054054,32.432432432432435,18.91891891891892,-0.5114619883040927,2.0,3.0,2.41,0,F,Country1,Enrolled,Yes,2020-2021,1
ANON_002164,2.009090909090909,0.4054346713433284,1.44,2.5,1.8472727272727276,0.2341510293495515,1.5,2.1,2.1,33,31.5,0.0,21.21212121212121,39.39393939393939,39.39393939393939,0.1206617647058825,2.0,3.0,1.85,1,M,Country0,Enrolled,No,2018-2019,0
ANON_002158,3.499310344827586,0.3784265453774423,2.63,3.8,3.2975862068965505,0.3061005340501921,2.63,3.59,3.57,29,27.5,37.93103448275862,55.172413793103445,6.896551724137931,0.0,-0.1908653846153849,2.0,3.0,3.58,0,M,Country0,Enrolled,Yes,2021-2022,0
ANON_000572,3.558,0.2566299814293354,3.19,3.86,3.5165,0.0752032334131284,3.4,3.58,3.58,20,18.0,35.0,60.0,5.0,0.0,1.7790000000000004,1.0,2.0,3.52,0,M,Country0,Enrolled,No,2018-2019,0
ANON_002142,1.4658823529411766,0.1453039410825378,1.28,1.63,1.7429411764705882,0.0806043350169792,1.63,1.87,1.87,17,15.5,0.0,23.52941176470588,17.647058823529413,58.82352941176471,0.0644444444444442,2.0,3.0,1.76,1,M,Country0,Enrolled,Yes,2018-2019,0
ANON_002028,3.439655172413793,0.1551377903353911,3.25,3.75,3.526896551724138,0.0931628163208239,3.47,3.75,3.5,29,27.5,24.13793103448276,72.41379310344827,3.4482758620689653,0.0,0.1526190476190466,2.0,3.0,3.48,0,M,Country0,Enrolled,No,2021-2022,0
ANON_001124,2.5883333333333334,0.4175150782662946,2.17,3.38,2.8320833333333333,0.3195374260813069,2.53,3.38,2.75,24,22.0,4.166666666666666,37.5,41.66666666666667,16.666666666666664,0.0571428571428565,2.0,3.0,2.51,0,M,Country0,Enrolled,No,2022-2023,0
ANON_001645,2.4535714285714287,0.2004459314343183,2.28,2.75,2.732142857142857,0.0582010535760533,2.66,2.79,2.66,14,13.0,7.142857142857142,42.85714285714285,28.57142857142857,21.428571428571427,0.0988888888888885,2.0,3.0,3.0,0,F,Country0,Enrolled,No,2023-2024,0
ANON_002031,2.75,0.0,2.75,2.75,2.75,0.0,2.75,2.75,2.75,4,4.0,0.0,50.0,50.0,0.0,0.6874999999999998,2.0,3.0,2.5,0,M,Country0,Failed,No,2024-2025,0
ANON_002034,2.7738709677419355,0.3548020802208355,2.22,3.17,2.8932258064516123,0.157424841258174,2.76,3.17,3.17,31,29.5,6.451612903225806,48.38709677419355,38.70967741935484,6.451612903225806,-0.0608974358974365,2.0,3.0,2.82,0,M,Country0,Enrolled,No,2020-2021,0
ANON_001223,1.67,0.0,1.67,1.67,1.65,0.0,1.65,1.65,1.65,5,4.5,0.0,0.0,60.0,40.0,0.835,1.0,2.0,1.63,1,F,Country0,Enrolled,No,2021-2022,0
ANON_000974,3.443235294117647,0.1214238903215506,3.22,3.6,3.4241176470588237,0.0251200326986401,3.38,3.46,3.44,34,32.0,32.35294117647059,58.82352941176471,8.823529411764707,0.0,-0.0598245614035089,2.0,3.0,3.4,0,F,Country9,Enrolled,Yes,2021-2022,1
ANON_001840,2.5,0.0,2.5,2.5,2.5,0.0,2.5,2.5,2.5,4,4.0,50.0,0.0,25.0,25.0,0.6249999999999998,2.0,3.0,3.0,0,M,Country0,Enrolled,Yes,2024-2025,0
ANON_002192,3.1554545454545457,0.3943617782204712,2.56,3.63,3.078181818181818,0.1124462353489696,2.92,3.22,3.22,22,21.0,18.181818181818183,63.63636363636363,13.636363636363637,4.545454545454546,-0.4176068376068379,2.0,3.0,3.06,0,F,Country0,Enrolled,Yes,2022-2023,0
ANON_001333,2.5108571428571427,0.4980158952611583,1.67,3.28,2.7537142857142856,0.139201202544791,2.54,3.03,2.8,35,33.5,14.285714285714285,22.857142857142858,45.71428571428572,17.142857142857142,0.1344444444444439,2.0,3.0,3.13,0,M,Country3,Enrolled,No,2018-2019,1
ANON_000829,3.4886956521739134,0.1865306298958111,3.25,3.71,3.4469565217391307,0.1078481585213334,3.25,3.55,3.25,23,22.0,34.78260869565217,60.86956521739131,0.0,4.3478260869565215,-0.2631746031746027,2.0,3.0,3.51,0,M,Country0,Enrolled,No,2022-2023,0
ANON_000365,2.575833333333333,0.1031215688932945,2.38,2.67,2.4779166666666668,0.0764414619264262,2.38,2.58,2.48,24,22.0,0.0,29.166666666666668,70.83333333333334,0.0,-0.0671428571428579,2.0,3.0,2.36,0,M,Country0,Enrolled,No,2022-2023,0
ANON_001271,3.077916666666667,0.2348353570643402,2.72,3.33,3.084166666666667,0.0776232073470336,3.0,3.21,3.05,24,22.0,12.5,62.5,25.0,0.0,-0.055,2.0,3.0,3.01,0,F,Country0,Enrolled,Yes,2022-2023,0
ANON_002162,2.7218181818181817,0.5900977384375328,1.63,3.3,2.419696969696969,0.3817434089843993,1.63,2.85,2.85,33,31.5,9.090909090909092,45.45454545454545,36.36363636363637,9.090909090909092,-0.1805555555555563,2.0,3.0,2.51,0,M,Country0,Enrolled,No,2019-2020,0
ANON_001908,2.5644117647058824,0.4102710942370768,2.11,3.38,2.382941176470589,0.1652459949868076,2.23,2.62,2.26,34,32.5,11.76470588235294,35.294117647058826,35.294117647058826,17.647058823529413,0.0980555555555561,2.0,3.0,2.63,0,M,Country0,Enrolled,Yes,2018-2019,0
ANON_001094,2.1026470588235293,0.4457020938993207,1.25,2.83,1.9732352941176468,0.3180120122396302,1.25,2.29,1.77,34,32.5,5.88235294117647,17.647058823529413,47.05882352941176,29.411764705882355,0.0888194444444442,2.0,3.0,2.32,0,M,Country0,Enrolled,No,2018-2019,0
ANON_002069,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4,4.0,0.0,0.0,25.0,75.0,0.2499999999999999,2.0,3.0,2.54,0,M,Country26,Enrolled,No,2024-2025,1
ANON_000583,2.162857142857143,0.474921488425263,1.39,2.88,2.3805714285714283,0.2121589700470582,2.13,2.88,2.13,35,32.5,2.857142857142857,31.428571428571427,31.428571428571427,34.285714285714285,-0.1991666666666661,2.0,3.0,2.41,0,M,Country0,Enrolled,Yes,2021-2022,0
ANON_001642,2.6800000000000006,0.3706324608728053,2.2,3.25,3.0069999999999992,0.1968996538448214,2.74,3.25,3.16,20,18.0,10.0,40.0,40.0,10.0,1.3400000000000003,1.0,2.0,2.74,0,F,Country2,Enrolled,Yes,2019-2020,1
ANON_002097,2.800588235294118,0.6480878222216052,1.5,3.4,2.861176470588235,0.2665351725710301,2.56,3.25,2.95,34,32.5,14.705882352941178,47.05882352941176,29.411764705882355,8.823529411764707,-0.2136842105263155,2.0,3.0,2.7,0,M,Country7,Enrolled,No,2021-2022,1
ANON_001494,2.3087878787878786,0.6507964235062181,1.22,3.0,2.5687878787878784,0.2974344210888929,1.94,2.9,1.94,33,31.0,6.0606060606060606,33.33333333333333,39.39393939393939,21.21212121212121,-0.8092307692307702,2.0,3.0,2.56,0,M,Country0,Enrolled,No,2020-2021,0
ANON_000979,2.068695652173913,0.2097033477824,1.79,2.3,1.9995652173913048,0.1344510137515305,1.83,2.18,2.18,23,22.0,0.0,13.043478260869565,60.86956521739131,26.08695652173913,0.2661904761904765,2.0,3.0,2.16,0,M,Country0,Enrolled,No,2022-2023,0
ANON_001665,3.41,0.3769225228548887,2.63,3.78,3.638,0.1257401615844918,3.41,3.76,3.41,35,33.5,28.57142857142857,60.0,11.428571428571429,0.0,0.1292483660130728,2.0,3.0,3.79,0,M,Country5,Enrolled,Yes,2019-2020,1
ANON_000889,2.708125,0.3539950564626574,2.13,3.13,2.6103125,0.1084638894866889,2.38,2.74,2.71,32,30.5,3.125,46.875,43.75,6.25,-0.4113725490196081,2.0,3.0,2.55,0,F,Country0,Enrolled,No,2021-2022,0
ANON_001942,2.9919999999999995,0.1187714892836941,2.9,3.13,3.208,0.0671317113342618,3.13,3.26,3.13,10,9.0,10.0,60.0,30.0,0.0,1.4959999999999996,1.0,2.0,2.37,0,M,Country0,Enrolled,Yes,2018-2019,0
ANON_001387,3.235853658536585,0.5471561733625789,2.3,4.0,3.433170731707317,0.1874758521035474,3.16,3.7,3.59,41,38.0,36.58536585365854,41.46341463414634,17.073170731707318,4.878048780487805,-0.1461111111111123,2.0,3.0,3.63,0,M,Country0,Enrolled,Yes,2019-2020,0
ANON_000318,3.2144117647058827,0.2981273998210567,2.63,3.61,3.3332352941176464,0.0832928600467011,3.2,3.46,3.2,34,32.5,26.47058823529412,47.05882352941176,26.47058823529412,0.0,-0.1135294117647057,2.0,3.0,3.29,0,M,Country0,Enrolled,Yes,2019-2020,0
ANON_000963,2.9775000000000005,0.5445604214699954,2.4,3.6,3.0489999999999995,0.2591869879774872,2.78,3.5,3.08,20,18.0,20.0,50.0,15.0,15.0,1.4887500000000002,1.0,2.0,3.01,0,F,Country0,Enrolled,Yes,2019-2020,0
ANON_001731,3.25,0.0,3.25,3.25,3.25,0.0,3.25,3.25,3.25,4,4.0,0.0,100.0,0.0,0.0,0.8124999999999998,2.0,3.0,3.35,0,M,Country0,Enrolled,No,2024-2025,0
ANON_000849,3.461111111111111,0.2913787694764106,3.06,3.9,3.3549999999999995,0.0834094890114,3.24,3.47,3.33,36,33.0,41.66666666666667,44.44444444444444,13.88888888888889,0.0,0.1790476190476193,2.0,3.0,3.53,0,F,Country0,Enrolled,Yes,2020-2021,0
ANON_001956,3.684666666666666,0.3050803549698108,3.13,4.0,3.519333333333333,0.1784209152215786,3.13,3.73,3.73,30,28.5,60.0,33.33333333333333,6.666666666666667,0.0,-0.3440000000000006,2.0,3.0,3.68,0,F,Country0,Enrolled,Yes,2021-2022,0
ANON_001231,3.101333333333334,0.1593677986234836,2.88,3.28,3.052,0.1074509855036904,2.88,3.12,3.11,15,13.5,20.0,53.333333333333336,26.666666666666668,0.0,-0.268,2.0,3.0,3.03,0,M,Country0,Enrolled,No,2023-2024,0
ANON_000343,3.130434782608695,0.4653393508639158,2.4,3.63,3.333478260869565,0.2322148044699556,3.08,3.63,3.35,23,22.0,17.391304347826086,60.86956521739131,17.391304347826086,4.3478260869565215,0.3457142857142857,2.0,3.0,3.23,0,M,Country0,Enrolled,No,2022-2023,0
ANON_000398,3.924705882352941,0.0806126275587463,3.78,4.0,3.9,0.0371728150913834,3.82,3.93,3.93,34,32.5,85.29411764705883,14.705882352941178,0.0,0.0,-0.035294117647058,2.0,3.0,3.86,0,F,Country0,Enrolled,Yes,2018-2019,0
ANON_000584,2.962285714285714,0.3930505559031793,2.22,3.5,2.8368571428571427,0.0969163201387861,2.64,2.95,2.95,35,33.5,8.571428571428571,60.0,20.0,11.428571428571429,0.5969281045751632,2.0,3.0,2.86,0,F,Country0,Enrolled,No,2018-2019,0
ANON_001364,3.108055555555556,0.2614991881379853,2.75,3.56,3.0422222222222217,0.111511975298264,2.88,3.21,3.16,36,34.5,13.88888888888889,58.333333333333336,25.0,2.7777777777777777,0.1389783281733755,2.0,3.0,2.95,0,F,Country0,Enrolled,No,2018-2019,0
ANON_001765,2.8210000000000006,0.1769299593803033,2.6,3.06,2.8125000000000004,0.0654438288675265,2.73,2.88,2.88,20,18.0,10.0,50.0,35.0,5.0,1.4105,1.0,2.0,2.69,0,F,Country0,Enrolled,Yes,2019-2020,0
ANON_001178,1.6481818181818184,0.5867475839513334,0.88,2.28,2.060454545454546,0.1171274142497441,1.9,2.21,1.96,22,21.0,0.0,13.636363636363637,40.909090909090914,45.45454545454545,-0.0162393162393166,2.0,3.0,1.94,1,M,Country3,Enrolled,Yes,2022-2023,1
ANON_000292,3.0629411764705883,0.3373381965083844,2.5,3.38,2.895882352941177,0.2682130408725825,2.5,3.21,3.06,17,16.5,0.0,82.35294117647058,17.647058823529413,0.0,1.5314705882352944,1.0,2.0,3.14,0,M,Country0,Enrolled,No,2018-2019,0
ANON_000937,3.08,0.1759820927529189,2.75,3.28,3.03735294117647,0.1096636406563106,2.75,3.11,3.1,34,32.5,17.647058823529413,50.0,29.411764705882355,2.941176470588235,0.2811764705882358,2.0,3.0,3.12,0,M,Country6,Enrolled,Yes,2018-2019,1
ANON_001338,3.446764705882353,0.4742568067161267,2.75,4.0,3.759117647058824,0.1880097941848972,3.47,4.0,3.47,34,32.5,47.05882352941176,35.294117647058826,14.705882352941178,2.941176470588235,-0.4876470588235286,2.0,3.0,3.95,0,F,Country3,Enrolled,No,2019-2020,1
ANON_001057,3.545,0.3178364359226299,3.0,4.0,3.395277777777777,0.1376431433840237,3.13,3.63,3.63,36,34.5,61.11111111111112,25.0,11.11111111111111,2.7777777777777777,0.1487925696594433,2.0,3.0,3.39,0,M,Country3,Enrolled,Yes,2018-2019,1
ANON_001578,3.822222222222223,0.1722309265593495,3.5,4.0,3.774444444444444,0.059447188781037,3.63,3.84,3.81,36,33.0,72.22222222222221,27.77777777777778,0.0,0.0,0.2248916408668733,2.0,3.0,3.8,0,F,Country2,Enrolled,Yes,2018-2019,1
ANON_000141,3.120555555555556,0.5985519017470142,2.33,3.75,2.936111111111111,0.2331659063184003,2.62,3.22,3.07,18,17.5,27.77777777777778,50.0,16.666666666666664,5.555555555555555,1.5602777777777768,1.0,2.0,3.22,0,M,Country0,Enrolled,No,2018-2019,0
ANON_001055,3.304,0.1318019905232176,3.1,3.44,3.2545714285714284,0.0577694635977325,3.13,3.32,3.32,35,32.0,14.285714285714285,71.42857142857143,14.285714285714285,0.0,0.0994736842105254,2.0,3.0,3.29,0,M,Country0,Enrolled,No,2021-2022,0
ANON_000002,2.935,0.3295842933933789,2.6,3.5,3.0871875,0.1280431977258884,2.96,3.33,2.97,32,30.5,15.625,56.25,15.625,12.5,-0.1790476190476184,2.0,3.0,3.02,0,F,Country0,Enrolled,Yes,2020-2021,0
ANON_001345,3.2333333333333334,0.3520687162364486,2.9,3.75,3.4266666666666667,0.2098185156839346,3.25,3.75,3.25,15,13.5,26.666666666666668,46.66666666666666,26.666666666666668,0.0,0.0199999999999991,2.0,3.0,3.47,0,F,Country0,Enrolled,Yes,2023-2024,0
ANON_000576,3.260714285714286,0.2419301960901528,3.0,3.56,3.1821428571428574,0.120267558860591,3.0,3.27,3.24,14,13.0,21.428571428571427,57.14285714285714,21.428571428571427,0.0,-0.4655555555555559,2.0,3.0,3.12,0,F,Country0,Enrolled,No,2023-2024,0
ANON_001420,3.053870967741935,0.2460444054685364,2.75,3.5,2.9980645161290327,0.0522442567713562,2.92,3.1,3.1,31,29.5,25.806451612903224,38.70967741935484,25.806451612903224,9.67741935483871,-0.0281092436974788,2.0,3.0,2.99,0,F,Country59,Enrolled,No,2021-2022,1
ANON_000339,3.16,0.2766388119155816,2.67,3.5,3.2212500000000004,0.0884544716132943,3.13,3.36,3.14,32,30.0,18.75,59.375,21.875,0.0,-0.3096356275303642,2.0,3.0,3.25,0,F,Country0,Enrolled,No,2020-2021,0
ANON_001611,2.914333333333333,0.2833991133918107,2.5,3.25,2.9946666666666677,0.0513092942668374,2.93,3.08,3.0,30,28.5,6.666666666666667,63.33333333333333,23.33333333333333,6.666666666666667,-0.4728959276018106,2.0,3.0,2.96,0,M,Country0,Enrolled,No,2020-2021,0
ANON_000265,3.8,0.0,3.8,3.8,3.8,0.0,3.8,3.8,3.8,5,5.0,80.0,20.0,0.0,0.0,0.9499999999999996,2.0,3.0,3.76,0,M,Country0,Failed,No,2024-2025,0
ANON_000376,3.38,0.0,3.38,3.38,3.38,0.0,3.38,3.38,3.38,4,4.0,50.0,25.0,25.0,0.0,0.8449999999999996,2.0,3.0,3.32,0,F,Country0,Enrolled,No,2024-2025,0
ANON_001336,3.304117647058824,0.3092138989342453,2.88,3.75,3.1023529411764703,0.1746972170558501,2.88,3.34,3.19,17,16.5,17.647058823529413,58.82352941176471,23.52941176470588,0.0,1.6520588235294122,1.0,2.0,3.39,0,M,Country0,Enrolled,No,2018-2019,0
ANON_000439,3.379354838709677,0.3141967057314145,2.94,3.83,3.293548387096775,0.0739616291102701,3.19,3.39,3.39,31,29.5,25.806451612903224,64.51612903225806,9.67741935483871,0.0,-0.0658333333333329,2.0,3.0,3.26,0,F,Country0,Enrolled,Yes,2021-2022,0
ANON_000271,3.144285714285714,1.4589566895040922,0.0,3.94,3.7602857142857142,0.0986522625567352,3.5,3.83,3.78,35,31.0,71.42857142857143,28.57142857142857,0.0,0.0,1.2847039473684223,2.0,3.0,3.81,0,F,Country3,Enrolled,Yes,2021-2022,1
ANON_001780,3.043055555555556,0.4495891422458919,2.13,3.5,2.6988888888888884,0.309495236776435,2.13,3.01,3.01,36,34.5,16.666666666666664,52.77777777777778,27.77777777777778,2.7777777777777777,0.2387306501547992,2.0,3.0,2.81,0,F,Country0,Enrolled,Yes,2018-2019,0
ANON_000244,3.0729032258064515,0.1843943879910141,2.8,3.33,3.129354838709678,0.1097857150352743,3.0,3.33,3.33,31,29.5,12.903225806451612,61.29032258064516,19.35483870967742,6.451612903225806,0.1563865546218488,2.0,3.0,3.09,0,F,Country0,Enrolled,No,2020-2021,0
ANON_001481,3.746486486486487,0.1022582845384996,3.56,3.9,3.691351351351352,0.0570653700282093,3.56,3.75,3.71,37,34.0,59.45945945945946,37.83783783783784,2.702702702702702,0.0,-0.0634523809523814,2.0,3.0,3.74,0,F,Country2,Enrolled,Yes,2020-2021,1
ANON_000785,3.1086666666666662,0.0745334696310194,3.0,3.18,3.139333333333333,0.086970164561242,3.0,3.19,3.19,15,14.0,20.0,60.0,20.0,0.0,-0.0020000000000004,2.0,3.0,3.24,0,F,Country0,Enrolled,Yes,2023-2024,0
ANON_000893,1.843333333333333,0.9931405087778056,0.33,3.25,1.7135897435897436,0.4285869510716347,1.1,2.28,1.83,39,37.0,2.564102564102564,28.205128205128204,30.76923076923077,38.46153846153847,0.4993650793650798,2.0,3.0,1.47,1,M,Country0,Enrolled,No,2018-2019,0
ANON_001992,2.2625,0.6241951339263959,1.11,2.72,2.264583333333333,0.1594004846063951,2.02,2.5,2.02,24,22.0,0.0,29.166666666666668,50.0,20.833333333333336,-0.7414285714285721,2.0,3.0,2.27,0,M,Country0,Enrolled,No,2022-2023,0
ANON_000752,3.3553333333333333,0.4065511155117023,2.75,3.73,3.111333333333333,0.2376932797495445,2.75,3.32,3.32,15,14.0,26.666666666666668,53.333333333333336,20.0,0.0,-0.0520000000000008,2.0,3.0,3.03,0,F,Country2,Failed,Yes,2023-2024,1
ANON_000607,3.5,0.0,3.5,3.5,3.5,0.0,3.5,3.5,3.5,4,4.0,25.0,75.0,0.0,0.0,0.8749999999999994,2.0,3.0,3.65,0,F,Country21,Enrolled,No,2024-2025,1
ANON_000415,2.5675,0.7308756978544886,1.28,3.5,2.3744444444444444,0.2580414633840787,2.03,2.79,2.03,36,34.5,16.666666666666664,22.22222222222222,47.22222222222222,13.88888888888889,0.365,2.0,3.0,2.49,0,M,Country0,Enrolled,Yes,2019-2020,0
ANON_000273,1.985,0.8748984903524825,1.25,3.5,2.813,0.4144889053178371,2.4,3.5,2.98,20,17.5,10.0,15.0,35.0,40.0,0.9925000000000004,1.0,2.0,2.94,0,M,Country2,Enrolled,Yes,2019-2020,1
ANON_001125,1.5423076923076922,0.4730945587707192,1.0,2.0,1.454230769230769,0.2373718277626572,1.0,1.68,1.48,26,24.5,0.0,11.538461538461538,38.46153846153847,50.0,-0.9153846153846164,2.0,3.0,1.39,1,M,Country0,Enrolled,No,2020-2021,0
ANON_000250,2.9121428571428574,0.2520738161555239,2.63,3.22,2.722857142857143,0.0865073204042091,2.63,2.83,2.83,14,13.0,7.142857142857142,57.14285714285714,35.714285714285715,0.0,0.1277777777777779,2.0,3.0,2.47,0,F,Country0,Enrolled,No,2023-2024,0
ANON_000413,2.7065217391304346,0.1973370143515949,2.38,2.9,2.602173913043479,0.141194788782896,2.38,2.75,2.75,23,22.0,8.695652173913043,47.82608695652174,30.434782608695656,13.043478260869565,0.1056349206349207,2.0,3.0,2.71,0,F,Country0,Enrolled,Yes,2022-2023,0
ANON_001344,3.63,0.0,3.63,3.63,3.63,0.0,3.63,3.63,3.63,4,4.0,25.0,75.0,0.0,0.0,0.9075,2.0,3.0,3.56,0,M,Country9,Enrolled,Yes,2024-2025,1
ANON_002000,3.8,0.0650791373455968,3.75,3.9,3.765,0.0553332152136702,3.69,3.83,3.8,18,17.5,72.22222222222221,27.77777777777778,0.0,0.0,1.899999999999999,1.0,2.0,3.8,0,M,Country0,Enrolled,Yes,2018-2019,0
